group,n,base_positive_rate,selection_rate_baseline,true_positive_rate_baseline,false_positive_rate_baseline,selection_rate_minus_overall_baseline,selection_rate_os_sex,true_positive_rate_os_sex,false_positive_rate_os_sex,selection_rate_minus_overall_os_sex,selection_rate_os_race,true_positive_rate_os_race,false_positive_rate_os_race,selection_rate_minus_overall_os_race,selection_rate_os_age,true_positive_rate_os_age,false_positive_rate_os_age,selection_rate_minus_overall_os_age
Female,11246,0.2176773964076116,0.3654632758314067,0.8803104575163399,0.2222095930893385,-0.04038346998061526,0.36368486573003733,0.875,0.22141395771766312,-0.03915873616569726,0.3044638093544371,0.7704248366013072,0.17481245737667653,-0.0373315076180184,0.3561266227992175,0.8717320261437909,0.21266196862923392,-0.038270636831958915
Male,10065,0.30958768007948334,0.45096870342771983,0.8934531450577664,0.25255432436321773,0.04512195761569787,0.4465971187282663,0.889602053915276,0.24794934522952944,0.0437535168325317,0.38350720317933434,0.8007060333761232,0.19643114117139157,0.04171188620687882,0.4371584699453552,0.8851091142490373,0.23629299179738092,0.04276121031417879
