group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,selection_rate_minus_overall
Female,752,0.9521276595744681,0.9547872340425532,0.9874301675977654,0.3055555555555556,0.004704039367012358
Male,1652,0.9455205811138014,0.9479418886198547,0.9846350832266325,0.3111111111111111,-0.0021413060556860763
