occupancy_type,loan_amount,action_taken,state_code,county_code,applicant_race_1,applicant_sex,applicant_age,income,applicant_credit_scoring_model,debt_to_income_ratio,loan_term,interest_only_payment,property_value,target
1,1135000,1,CA,06073,5,1,55-64,294,1,50%-60%,360,1,2905000,1
2,175000,1,AL,01117,5,2,55-64,96,1,45,360,2,315000,1
1,515000,1,FL,12099,5,1,55-64,166,3,43,360,2,835000,1
2,515000,1,OR,41051,5,1,65-74,248,3,30%-<36%,360,2,865000,1
1,1275000,1,GA,13121,2,1,45-54,950,2,<20%,360,2,1275000,1
3,885000,1,FL,12087,5,1,55-64,485,1,20%-<30%,360,2,885000,1
1,515000,1,FL,12099,5,1,45-54,312,1,20%-<30%,360,2,1115000,1
1,1045000,1,AZ,04013,5,1,55-64,427,3,30%-<36%,360,2,1395000,1
1,515000,1,NY,36119,5,1,65-74,314,3,46,360,1,1605000,1
1,565000,1,CA,06075,5,2,>74,155,3,30%-<36%,360,2,3555000,1
2,525000,1,VA,51019,5,1,45-54,465,2,20%-<30%,360,2,825000,1
1,415000,1,MD,24033,5,2,<25,89,2,47,360,2,455000,1
2,1615000,1,MD,24003,5,1,45-54,815,3,20%-<30%,360,2,3805000,1
1,705000,1,FL,12069,5,1,35-44,382,2,43,360,2,875000,1
1,1505000,1,CT,09001,5,2,55-64,536,1,39,360,1,5605000,1
1,335000,1,FL,12083,5,2,65-74,164,3,<20%,360,2,595000,1
3,1995000,1,SC,45013,5,2,45-54,657,3,46,360,2,3625000,1
1,435000,3,PA,42129,5,1,25-34,140,1,50%-60%,360,2,545000,0
1,735000,1,TX,48453,5,1,25-34,327,2,20%-<30%,360,2,735000,1
1,985000,1,CO,08013,5,1,25-34,299,2,38,360,2,1405000,1
1,305000,1,FL,12011,5,1,55-64,231,3,20%-<30%,360,2,1275000,1
1,2005000,1,MD,24027,5,1,35-44,403,1,50%-60%,360,2,2505000,1
1,1085000,1,GA,13227,5,1,55-64,339,1,40,360,2,1355000,1
1,205000,1,TX,48113,3,2,35-44,90,3,38,360,2,515000,1
1,2345000,1,CA,06037,5,1,35-44,761,3,43,360,2,3605000,1
1,3455000,1,TX,48113,2,1,35-44,1544,2,43,360,1,4605000,1
1,515000,1,CO,08005,5,2,25-34,112,1,36,360,2,605000,1
1,295000,1,GA,13089,5,1,65-74,120,3,20%-<30%,360,2,425000,1
1,565000,1,TX,48113,5,2,25-34,145,1,42,360,2,705000,1
1,1405000,1,FL,12021,5,1,>74,417,3,48,360,1,2055000,1
1,705000,1,VA,51095,5,1,>74,190,3,40,360,2,1105000,1
1,255000,1,MI,26125,5,2,55-64,149,3,39,360,2,725000,1
1,955000,1,MN,27053,5,1,25-34,,2,47,360,1,1195000,1
1,225000,1,VA,51109,5,1,65-74,155,1,20%-<30%,360,2,515000,1
1,335000,1,VA,51087,5,1,25-34,95,1,30%-<36%,360,2,395000,1
1,675000,1,AL,01089,5,1,25-34,332,3,20%-<30%,360,2,845000,1
1,515000,1,AZ,04013,5,1,>74,153,3,37,360,2,705000,1
1,785000,1,TX,48339,5,2,45-54,291,2,20%-<30%,360,2,985000,1
2,1265000,1,CA,06037,5,2,45-54,425,3,50%-60%,360,1,1845000,1
1,515000,1,IN,18057,5,2,25-34,279,3,20%-<30%,360,2,565000,1
1,345000,1,PA,42091,5,2,25-34,184,3,20%-<30%,360,2,435000,1
1,975000,1,CA,06079,5,1,55-64,378,1,49,360,1,1305000,1
1,315000,1,OR,41029,5,2,45-54,135,3,45,360,2,425000,1
1,645000,1,CO,08005,5,1,35-44,303,1,43,360,1,745000,1
1,1245000,1,WA,53033,2,1,35-44,283,1,38,360,2,1555000,1
1,765000,1,WA,53033,5,1,25-34,240,3,44,360,2,1025000,1
1,705000,1,NY,36059,5,1,25-34,160,3,45,360,2,705000,1
1,635000,1,FL,12011,5,2,35-44,212,1,37,360,2,855000,1
2,705000,1,SD,46079,5,1,65-74,566,3,<20%,360,2,1265000,1
1,735000,1,NY,36081,5,2,25-34,288,3,20%-<30%,360,2,925000,1
1,515000,1,CA,06041,5,1,65-74,250,3,20%-<30%,360,2,2455000,1
1,1095000,1,FL,12099,5,1,25-34,313,1,37,360,2,1365000,1
3,1685000,3,FL,12031,5,1,55-64,288,3,>60%,360,1,2905000,0
1,275000,1,VT,50013,5,2,65-74,132,3,45,360,2,1505000,1
1,805000,1,NJ,34003,5,1,25-34,179,3,43,360,2,1455000,1
2,275000,1,SC,45013,5,1,65-74,135,3,48,360,2,675000,1
1,865000,1,TX,48201,5,1,25-34,287,3,30%-<36%,360,2,1075000,1
1,2455000,1,NY,36061,5,2,25-34,1007,1,30%-<36%,360,1,4905000,1
1,325000,1,TX,48085,5,2,65-74,183,1,<20%,360,2,625000,1
1,735000,1,AZ,04013,5,1,25-34,,1,48,360,2,975000,1
2,345000,1,MD,24047,5,1,55-64,130,1,41,360,2,495000,1
1,585000,3,VT,50007,5,1,25-34,198,2,50%-60%,360,2,645000,0
2,1505000,1,FL,12131,5,1,45-54,797,1,39,360,1,5545000,1
1,845000,1,CA,06081,5,2,45-54,,3,20%-<30%,360,1,1305000,1
1,645000,1,NJ,34013,2,1,45-54,,1,48,360,2,805000,1
1,605000,1,PA,42003,5,1,45-54,195,2,40,360,2,805000,1
2,2135000,1,UT,49043,5,2,55-64,1285,1,44,360,1,2855000,1
1,585000,1,RI,44007,2,1,65-74,127,1,48,360,2,605000,1
1,515000,1,IL,17031,5,1,25-34,173,1,30%-<36%,360,2,615000,1
2,245000,1,NY,36061,5,1,65-74,75,3,45,360,2,405000,1
