attribute,metric,value
sex,demographic_parity_gap,0.06457931854823429
sex,equal_opportunity_gap,0.03844169246646023
sex,false_positive_rate_gap,0.011244542652536424
race,demographic_parity_gap,0.1975603810381038
race,equal_opportunity_gap,0.16870653685674541
race,false_positive_rate_gap,0.09337310335883803
age,demographic_parity_gap,0.16373403376846987
age,equal_opportunity_gap,0.4522463325183374
age,false_positive_rate_gap,0.08782508015675099
