group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,mean_score,mean_confidence,selection_rate_minus_overall
Female,11246,0.2176773964076116,0.10857193668860039,0.318218954248366,0.050238690611502615,0.23369888961315155,0.7782154083251953,-0.029056518100006437
Male,10065,0.30958768007948334,0.17009438648782912,0.39602053915276,0.06878687580946899,0.2806380093097687,0.7412369251251221,0.032465931699222295
