attribute,metric,value
sex,demographic_parity_gap,0.06152244979922873
sex,equal_opportunity_gap,0.07780158490439398
sex,false_positive_rate_gap,0.018548185197966374
race,demographic_parity_gap,0.1418063681368137
race,equal_opportunity_gap,0.24408901251738524
race,false_positive_rate_gap,0.030679116413781182
age,demographic_parity_gap,0.15134583814183314
age,equal_opportunity_gap,0.367156862745098
age,false_positive_rate_gap,0.06366750540643328
