group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,mean_score,mean_confidence,selection_rate_minus_overall
Female,11246,0.2176773964076116,0.011915347679174819,0.034722222222222224,0.005569447601727665,0.2396245300769806,0.7608851194381714,-0.007417391281925085
Male,10065,0.30958768007948334,0.02762046696472926,0.06771501925545571,0.00964167506115988,0.2789924442768097,0.7224611043930054,0.008287728003629358
