group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,mean_score,mean_confidence,selection_rate_minus_overall
Female,11246,0.2176773964076116,0.10830517517339498,0.31781045751633985,0.050011366219595364,0.23369331657886505,0.7781487107276917,-0.02894788662567592
Male,10065,0.30958768007948334,0.16959761549925484,0.39537869062901154,0.06835515901568572,0.28060245513916016,0.7411554455757141,0.03234455370018394
