group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,selection_rate_minus_overall
Asian,188,0.9361702127659575,0.925531914893617,0.9715909090909091,0.25,-0.02455127978192384
Black,52,0.9807692307692307,0.9423076923076923,0.9607843137254902,0.0,-0.007775502367848519
White,2164,0.9477818853974121,0.9524029574861368,0.9873232569478303,0.3185840707964602,0.002319762810595982
