group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,mean_score,mean_confidence,selection_rate_minus_overall
Female,11246,0.2176773964076116,0.1088386982038058,0.318218954248366,0.050579677199363494,0.23366834223270416,0.7783091068267822,-0.02925899782172091
Male,10065,0.30958768007948334,0.1707898658718331,0.3976251604621309,0.0690746870053245,0.28063952922821045,0.7413399815559387,0.03269216984630638
