group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,mean_score,mean_confidence,selection_rate_minus_overall
Female,11246,0.2176773964076116,0.08340743375422373,0.25040849673202614,0.03694021368492839,0.23321692645549774,0.7745936512947083,-0.022171844552753894
Male,10065,0.30958768007948334,0.13035270740188773,0.31835686777920413,0.04604979133688301,0.2775043845176697,0.7374706864356995,0.024773429094910107
