attribute,metric,value
sex,demographic_parity_gap,0.046945273647664
sex,equal_opportunity_gap,0.06794837104717799
sex,false_positive_rate_gap,0.009109577651954616
race,demographic_parity_gap,0.11195103885388538
race,equal_opportunity_gap,0.20667593880389432
race,false_positive_rate_gap,0.018793498465395755
age,demographic_parity_gap,0.11467662500203177
age,equal_opportunity_gap,0.29264705882352937
age,false_positive_rate_gap,0.043408642153760224
