attribute,metric,value
sex,demographic_parity_gap,0.013723486295154767
sex,equal_opportunity_gap,0.030396561705555138
sex,false_positive_rate_gap,0.0027165902741341126
race,demographic_parity_gap,0.03839915241524152
race,equal_opportunity_gap,0.03906218954897675
race,false_positive_rate_gap,0.03416980071758959
age,demographic_parity_gap,0.020450811611305866
age,equal_opportunity_gap,0.0696078431372549
age,false_positive_rate_gap,0.006893873509503552
