group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,mean_score,mean_confidence,selection_rate_minus_overall
Female,11246,0.2176773964076116,0.09870176062600036,0.29125816993464054,0.04512389179358945,0.2334996461868286,0.7764838337898254,-0.025787939528849252
Male,10065,0.30958768007948334,0.15330352707401887,0.365211810012837,0.05828176716074255,0.2792867422103882,0.7393437623977661,0.028813826919169255
