group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,selection_rate_minus_overall
Asian,202,0.3465346534653465,0.3564356435643564,0.7,0.17424242424242425,0.0957252123316597
Black,4224,0.17021780303030304,0.18347537878787878,0.5813630041724618,0.10185449358059914,-0.07723505244481793
White,16885,0.2827953805152502,0.2788865857269766,0.6659685863874345,0.12625928984310486,0.018176154494279895
