group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,selection_rate_minus_overall
Female,11246,0.2176773964076116,0.22114529610528189,0.6143790849673203,0.11172993862241419,-0.03247959244992432
Male,10065,0.30958768007948334,0.2899155489319424,0.6604621309370988,0.12375881421787308,0.03629066037673617
