group,n,base_positive_rate,selection_rate,true_positive_rate,false_positive_rate,selection_rate_minus_overall
Female,11246,0.2176773964076116,0.22781433398541703,0.6315359477124183,0.11548079108888384,-0.03289609724727968
Male,10065,0.30958768007948334,0.29746646795827125,0.6742618741976893,0.12850769894948913,0.03675603672557454
